review_text,star_rating,domain,restaurant_name
Don’t get the hype! It’s cheap crap that costs an absolute fortune! Grilled cheese sandwich is a seeded brioche bap with plastic cheese melted! Awful,1,restaurant,Fiveguys
"My first and last visit at this overpriced, low quality, ignorant fast food restaurant. Did not get what I ordered only burger (tasteless) and some leaves of salat, asked for pickles and roasted onions, non was in the burger. Now I know, why the Intu 5 Guys in Derby was not that busy. Paying £ 36 for two burger and two soft drink and having a substandard meal? I regret the visit. Did not bother to complain to the staff, in the long run, lost my business. One time never again.",1,restaurant,Fiveguys
"Food was horrible. Greasy,salty and no flavor",1,restaurant,Fiveguys
"I ordered through uber eats, the order was being prepared at the Walton Five guys. The order took ages and I gave the benefit of the doubt as it is Friday night. Eventually the order arrived and all the drinks were missing. Then when we opened the food it was freezing cold. I live ten minutes from the restaurant. I find it unacceptable that Five guys gives such poor Service, when it’s not cheap. It can’t be that difficult to read an order and make sure all items are there before it leaves the restaurant. We have used five guys a few times but this was the last straw. They will not be seeing another penny from me and my family. Treating customers this way will only end one way.",1,restaurant,Fiveguys
Not just a bad service but also when you write to the complain t department they back their own bad staff so I won’t be recommending not using this takeaway,1,restaurant,Fiveguys
"Serious Food Safety Warning for Five GuysCustomersOn October 25, 2024, I visited Five Guys and experienced a horrifying incident. After eating part of my burger, I noticed an overpowering smell of toilet/ urinal cleaning chemicals, a mouthful of hair, and dirt.Immediately, my mouth began dissolving, and I became sick.I got a refund employee's were laughing at me & l called the police, subsequent investigation revealed that an employee used my food to clean the drain in the back kitchen in the floor sink and then returned to serve it.Video footage confirmed these unsanitary actions. Despite this, Five Guys and their insurance team have refused to take responsibility and have withheld full footage, sharing only incomplete, edited clips.",1,restaurant,Fiveguys
Ordered a burger via Deliveroo. With fees it was nearly £13. It was absolutely tiny. What a complete ripoff. I will never use either company again. The world’s gone mad. This is laughable value for money.,1,restaurant,Fiveguys
"Five guys in ViennaTried to pay my meal with Mastercard, but been redirected to Microsoft auchendticator, which I do not haveLast time I use this restaurant",1,restaurant,Fiveguys
"Much too expensive,we in Bracknell lost our burger king to get this awful outlet",1,restaurant,Fiveguys
Five guys is utterly a joke. I just went there to the chiswick London restaurant with a gift card I got for a birthday gift. I went into order. I order the food and gave them my gift card and they couldn’t accept due to the two workers can’t figure out how to pay with my card. Then they said there was nothing on my card to call the number in the card. I will never order from five guys again.,1,restaurant,Fiveguys
"I am writing to express my frustration regarding an issue I encountered during my visit to your branch in Malaysia on August 5, 2025.After placing my order, there was an error with the order, and I decided to cancel it. However, even though the amount was charged to my card, I was informed that the payment would be refunded within 3 days. Unfortunately, 10 days have passed, and I have yet to receive the refund.I have sent several emails inquiring about the status of my refund, but I have not received any response or resolution from your team.",1,restaurant,Fiveguys
"I wish there is a ""minus star"". My experience was awful. They messed up my order at O'Fallon.  They promised me a refund and I never got it! And they stopped replying to me. This is BS.",1,restaurant,Fiveguys
"Went to the five guys in Idaho falls with a big appetite expecting a big load of fries but this time I was very disappointed. I usually love five guys but lately they are skipping out on the generosity with the fries. My meal cost $30 for 2 cheeseburgers, 1 regular drink, and one regular fries, normally a regular is enough to feed 2 people, it's more like an extra large but this time a regular is like an extra small. What a waist of money and time let's face it, the generous size if fries is the reason why people come here.",1,restaurant,Fiveguys
They shrunk the burger size no good l must  rather have preferred raise cost not shrink the burger no more 5 guys for me,1,restaurant,Fiveguys
Wish I would have read the reviews before I went. My First time. Yonge & Sheppard local. Burger was thin dry and tasted like sawdust. Toppings were meagre fries were all broken in pieces... all for $18.51. Won't EVER be back. This isn't junk food. It's pure highway robbery and garbage. In fact they took down their Google review page... Gee I wonder why.,1,restaurant,Fiveguys
"The vegetarian menu was awful. The choice of drinks is very unconventional for a fast food outlet, no 'milkshakes' and the food is tasteless and tastes cheap especially for the price. Would have preferred a McDonald's, what a waste of money, none of us are ever going there again!",1,restaurant,Wendys
Their deals have drastically declined in the past 6 months. Their deals mean Nothing now,1,restaurant,Wendys
We started to eat our stuff the mayonnaise tasted like mustered then my friends asked for no toffee and they he still got toffee then I ordered a frosty and it had toffee in it when there was no option to have toffee in it and I'm not good with Carmel at all then I started to feel like I'm going to throw up then my lower chest started to hurt.,1,restaurant,Wendys
"Went through the drive through and the order was wrong Ordered two triple cheese, One double and one biggie bag at the Merchant's location in Knoxville.  The shorted me  a triple. When we called they repeatedly hung up. FINALLY someone picked up and I nicely asked to speak to the manager and the woman who answered nastely SAID NO and hung up. My husband called from his phone also repeatedly and when someone picked up they cursed at him!!!!The rudest and most arrogant employees ever. I WILL NEVER USE THEM AGAIN!They will incorrectly give you an order if you do drive through. (I'm thinking because they are cashing in on your money without giving you what you ordered. If you try to call they will not answer and finally if someone does they will curse at you and hang up.  I have even use different cell numbers and politely asked to speak to a manager and the person who answers tells me NO in an authoritative voice and hangs up. The workers are rude to the customers whom have paid full price for their meal and curse at the customers . Obviously there is no manager around because they can act this way to paying customers.",1,restaurant,Wendys
"At the airport in Saint Martin, Upstairs in the departure area, poor management wouldn’t wait on us",1,restaurant,Wendys
"Wendy’s Basildon, is rubbish!!Been twice now just to see if the first time was a one off, but no it was just as bad the second time round.First time it had only been open 2 days and 2 of the 4 ordering screens wasn’t working.Second time we tried to order on the 3 screens that where working this time placed an order for 3 meals got to the payment screen and it came up with Error place order at counter. We thought the screen was not working waited for another screen placed the order again and the same happened again. Turns out when they don’t  have an item it doesn’t tell you they don’t have it, just come up error once you’ve got all the way to the end and tried to pay. When asked at the counter why they didn’t just remove it or blank it out on the screens instead of the customer spending all that time placing the order and it not going threw they said they can’t. What a rubbish system and yet again a waste of our time. Know wonder they’re going skint in America.",1,restaurant,Wendys
"First time in Wendy's Mahon point for halloween 31st of October 2025.There was myself and 2 children.We got a cheese burger,chips and a vanilla frosty,a chicken wrap,chips and a fanta,Gluten free chicken tenders,chips and a coke.The food was awful.The cheese burger was not edible and there was only one spot of red sauce on the burger.The vanilla frosty was an ice cream in a drinks cup.The chicken in the chicken wrap was soft like it was not cooked proper could not eat it and the lettuce was hard and crunchy.The gluten chicken strips were too soft were like as if they were not cooked proper.The chips were only okay.We only eat a little bit and threw the rest in the bin when we realised food was not cooked properly.10-15 Minutes after eating  we all did not feel well.Myself and my youngest felt sick and had pain in our stomach.My oldest had diarrhoea and vomiting because he had more chicken than we did.The next day after we had the food my son ended up in hospital from food poising from Wendy's food.Myself and my youngest felt sick for days also.Never Ever Go To Wendy's Mahon Point Cork Unless You Want Food Poisoning And To End Up In Hospital.",1,restaurant,Wendys
"On 17th October 2025, I ordered a combo pack from Wendy’s Burger, and my order was delivered around 11:45 PM. When the order arrived at my home, the cold drink had completely spilled. Because of that, the burger got totally spoiled, and even my fries were completely soaked. You can clearly see in the image that everything was messy and wet, and we had to put the spoiled items into a separate dirty container.I called the delivery boy, but he did not speak to me properly. When I insisted, he first said that he received the order from the restaurant in that condition. But later, he accidentally admitted that the order had slipped from his hands. Also, the restaurant’s packaging was not proper.",1,restaurant,Wendys
"Wendy’s Mahon co cork Ireland ,Awful disgusting food seems to be extremely fake and synthetic also very cold with the worst tasting bacon ever , this is not real food it’s not even fit for a dog let alone human being,just another trash a American corporation trying to pass poison off as food .AVOID AVOID AVOID",1,restaurant,Wendys
"Where do I even start, tonight me and my partner ordered food from here tonight. Yes, the delivery was fast ( came in 15 minutes) however the food. It was absolutely freezing, also looked like it had been elbow dropped. I ordered the double burger meal and I got a damn potato instead of my fries. Tried to get a refund and was told that I’m not “eligible”.",1,restaurant,Wendys
The cheese burger was the worst both my husband and I have ever eaten.  Awful.  Neither one of us feel good 3 hours after eating it.  It had absolutely no flavour.  We will never go back.,1,restaurant,Wendys
Breakfast I wouldn’t bother the bacon roll is no bigger than the top of a can size and I paid for extra bacon I didn’t get it.  Waste of money spend it elsewhere but not on a breakfast no wonder it was empty,1,restaurant,Wendys
"I had one of the worst fast food experiences ever at this Wendy’s location. I placed and paid for my order through the official Wendy’s app. When I arrived, they told me my order was an “old order” and just flat-out refused to prepare it. No explanation, no apology, no effort to make it right — just a dismissive attitude.To make things worse, the phone number listed in the app didn’t work, so I had no way to reach out to anyone for help or support. The staff offered zero assistance, and I essentially paid for food I never received.This is unacceptable. If your location accepts online orders, then you need to honor them. Period. If not, take the option off the app or get your systems in order. I left frustrated, hungry, and out the money I paid. Completely unprofessional and a total failure in customer service.Avoid this location unless you want to gamble on whether or not you’ll actually get what you paid for.",1,restaurant,Wendys
"They are always slow and never give condiments when I ask. I asked for 1 pack of grape jelly it wasn't even a minute later they gave me my order so I assumed, I know I should know better but if it isn't stale bread or slow service it's something else. They don't even try it seems.",1,restaurant,Wendys
"Saturday October 11th 2025 my family went to the Upper Sandusky,OH Wendy's.  We used the on-line ordering. We'll, once we received our food it was horrible. We got 2 Asiago Chicken both sandwiches tasted like they were cooked way too long had been sitting under a headlight for hours. They were dry the tomatoes looked like they were old. The Jr. Bacon cheeseburger was awful, the burger was supposed to be made without lettuce, pickles, onions well it wasn't nowhere near that and it was cold. The Dave's double was cold neither one of my son's would eat their sandwiches. They both sandwiches away, the fries were cold and there were hardly any fries in the boxes. For $35 you would think you could at least get some hot fries. Sandwiches shouldn't be cold or hard like bricks. I want my $35 back!!",1,restaurant,Wendys
I just viewed another video of your manager at a Popeye store refusing service to a customer.My own experience is the same. I have tried to purchase food from Popeye on four separate occasions and have never received food. This is not an exaggeration! Why is this happening!?!?,1,restaurant,Popeyes
"I went to the Camden branch with some colleagues. I ordered a chicken burger and fries which was fine, my colleague ordered some chicken tenders and when he bit into one of them it was raw. How is this even possible with modern cooking technology. This was late Sat evening and there were many people who were under the influence of alcohol who had inadvertently eaten raw chicken. Very dangerous. Obviously will never step foot inside this place again.",1,restaurant,Popeyes
Ripping customers off by not sending the full order but taking full payment! 2 whole burgers missing from my order!!,1,restaurant,Popeyes
"This establishment charged me $50 for food but only gave me half of what I ordered in the bag. I tried to repeatedly called them back and nobody picked up, being that I live 20 minutes away. I wasn’t going to drive all the way back, instead the next day I tried to contact corporate to try to get half a refund on my order since I did not get what I paid for, they denied half my refund and tried to give me points on my account stating they did not have a way to refund back to my card on file. What kind of a corporate company robs their customers like this!  if you can’t refund on the app you created then why allow clients to use it? I cannot tell you how unbelievably unprofessional this place is. this company has definitely lost my business no matter where I go. I will never eat a Popeyes.",1,restaurant,Popeyes
"Got no response at the drive thru so I went around to the window to order. Gave my order and a $20 to pay for it. After handing me my change the window lady boxed up my food with her dirty hands, no gloves, no tongs, nothing. When she handed me my food I asked her if she didn't owe me some more money. My receipt indicated I should receive $9.68 in change, she gave me $9.00 She said yes it should have been $9.68 but that she did not have any change. When I got home I found that my dirty, overpriced chicken was not nearly up to Popeye's standards. There is no store number on my receipt but the address is 10132 San Jose Blvd, Jax, FL 32257 I tried to call to get the store number but the phone number on the receipt is out of service.",1,restaurant,Popeyes
Bought the turkey for $59.99 and it was not worth it. Turkey was dry. Did not taste Cajun and the butterball turkey that I cooked along with the Cajun was so tender. It wasn’t funny. People are wasting their money if they’re gonna buy that turkey please go out and buy butterball,1,restaurant,Popeyes
Ordered two Cajun Turkeys for Thanksgiving 2025. Got it ordered by the deadline and the delivery date changed twice. It finally delivered the day after Thanksgiving while we were out of town. Popeyes refused to refund my money because we weren'thome to refuse the delivery. What a sorry excuse for a company. $198  wasted. I'll never do that again.,1,restaurant,Popeyes
"On 11:30:25, I was a customer at Popeyes in Aurora. The service I received was downright outrageous. First, my order was incorrect, and second, when I pointed it out, one of the employees became aggressive. I think this will be my last visit to Popeyes.",1,restaurant,Popeyes
"My local is basingstoke popeyes and from what I've seen it's pretty good. Staff are nothing short of perfection and always are happy to efficiently help with smiles on their faces. My main issue is with the managers. I have heard so many reports of managers at this Popeyes being plain HORRIBLE to their staff not taking into account that these literal children working there go to college full time and have enough stress as it is, they do not need a fully grown adult calling them out and fully shouting after they have given the staff too many tasks, not trained them properly so now it's physically Impossible for the staff to do everything they're asked and it's not their fault. They make children feel horrible about themselves and more and more people want to leave day by day. If you want this location to stay open with good sales get rid of the managers as they are ruining it. I know one of them is called Vicoss and he is one of the main culprits.",1,restaurant,Popeyes
"Ordered meal! Used smartscreens it charged but didn't go through proved it to staff, but they wouldn't refund! This is known as theft! Will not use again!",1,restaurant,Popeyes
"Cold foodDespite making request , stinky chicken .cold bun with microwaved chickenComplete waste of money",1,restaurant,Popeyes
"Tried Popeyes after hearing some good things, all I can say is if that is meant to be a good takeaway, standards have dropped way down. Waited over 30min to get a takeaway, fries were awful, wings oily, Burger absolutely bland. Total waste of money even if it was only £11. Ate my burger as I was hungry but binned the wings and fries.",1,restaurant,Popeyes
"Stars?? Less than zero. Very poor customer service (especially in Scotland). The app keeps crashing and not responding. Placing an order is a 45-60 minute frustration. Contact with customer service?? Appalling. They advised me to try again later. Yes, when I eat somewhere else would I bother to shop with them?? AVOID!!!!!!!!!!!! Sometimes food can be very greasy and fried in stinky old oil.",1,restaurant,Popeyes
"After my very successful trip to the U.S. I was absolutely ravenous for a Popeyes Chicken Sandwich. To my disappointment, it just wasn't the same, it was quite underwhelming actually. My heart was crushed into smithereens. It was just so dry. Might just be the Wembley branch. Be on the lookout.🫣",1,restaurant,Popeyes
"I ordered the viral Cajun Turkey on October 19th, paid of course and scheduled pick up for Nov 25th. I was proud of myself for ordering early and making sure they weren't sold out. Fast forward to tuesday 11/25 and when I go to pick up the turkey I'm told that ""they don't have any"" and that they are all ""sold out"". I explain that I pre ordered and had already paid. They said that I would get a refund. Two days before Thanksgiving we now have to scramble to figure out the turkey situation. I will not ever give my money to Popeyes for any reason. Terrible unprofessional company.",1,restaurant,Popeyes
food was half-cooked and stone cold when it arrived. Couldnt give zero stars that's why giving it 1.,1,restaurant,Kfc
"KFC Tottenham high road n17Never send correct items ,avoid ,and uber eats do not refund,",1,restaurant,Kfc
Yellowsville Kentucky Fried Chicken in Mississippi always leaves at least one item on the last three times I went they left at least one item off is there a problem with that bunch,1,restaurant,Kfc
Had a 10 piece bucket and the fries portions were hardly filled up and the ten pieces of chicken were a disgrace. 6 piece were ok and the last four were literally the size of the wings I asked to speak to the manager and was told he was to busy to speak to me. I will never step foot in a KFC ever again due to this. AVOID AT ALL COSTS,1,restaurant,Kfc
"So our pot pies we got were so light , we ended up being able to just pick the top off , which is not normal and nothing was in them just the tiniest bit of gravy , at the bottom . So we paid 6$ a piece for three nice",1,restaurant,Kfc
The fries were too salty. I tossed them.  The chicken strips were also salty but I hated to throw them away too.,1,restaurant,Kfc
Ordered a 3 piece #2.  The chicken was so greasy as to be inedible. This was in Greeneville TN at the new location. The old location was consistently good. I don’t know what happened.,1,restaurant,Kfc
Very unhappy with tonight's order.   Biscuits missing.  Dry shriveled potato wedges.  Dry chicken sandwich with too much sauce.,1,restaurant,Kfc
"At 6655 178St Edmonton, service sucks! Ordered ahead of time but they didn’t cook my order before I came in. Have to wait for another 20 minutes, what’s the concept of fastfood???",1,restaurant,Kfc
I ORDERED A MEAL WORTH R107 ON TGE 4TH OF NOVEMBER FROM KFC MEREDALE ON COLUMBINE ROAD WHEN IT WAS ABOUT TO BE DELIVERED THEY CANCELED THE ORDER AND SAID THEY WOULD REVERSE THE MONEY TILL TODAYIM STILL WAITINGREALLY DISSAPOINTED IN KFC AND FNB MEANING THEY SCAMMED ME BOTH COMPANIES KFC AND FNBWHEN I WENT TO THE BANK CONSULTANTS WERE CLUELESS AND COULDN'T ASSIST SO YEAH,1,restaurant,Kfc
"Cold food, all unboxed and messy. Missing items, completely poor quality and value for money is terrible. They offer no refund as I have to deal with just eat who also won't refund even though I have never complained about their food orders. Will not be using either company again.",1,restaurant,Kfc
Daughter went 26 miles to KFC for pot pies. Didn't have any and didn't want to make any. What a way to treat a customer.,1,restaurant,Kfc
"Awful service and rude and abusive driver refusing to deliver food, even stated they were enjoying the meal at my expense. What a disgusting service.",1,restaurant,Kfc
"I recently ordered from KFC and it was honestly one of the worst experiences I’ve ever had. The chicken arrived cold, stale, and as if it had been sitting out for hours. Even the fries were cold and completely unappetizing.This was extremely disappointing, especially considering that many other restaurants now offer much better quality and freshness. I honestly wouldn’t recommend KFC at all — there are plenty of better alternatives with far superior taste and service.Definitely not ordering again.",1,restaurant,Kfc
The KFC restaurant in TGV mall was dirty and the staff was rude refused to give the offer,1,restaurant,Kfc
They berley hade any pizza left and I had to go to another store to get pizza,2,restaurant,Subway
"I don’t usually go out of my way to leave reviews, but Subway has been slipping hard lately. The last couple of visits have honestly made me question why I even bother. The food looks nothing like the ads, the ingredients seem cheaper every time, and the whole experience feels rushed and careless. My sub was barely warm, missing toppings, and the bread tasted like it had been sitting around all day.What really gets me is the lack of customer care. Staff acted like serving people was an interruption, not their job. And don’t get me started on the app — slow, glitchy, and half the time it forgets your login. For a big chain, you’d think they’d have this figured out by now.I’m giving two stars because it used to be decent and every now and then you still get a good sandwich… but at this point, it feels more like luck than consistency. Subway really needs to step it up.",2,restaurant,Subway
Just been in Eccles branch stood waiting for 10 minutes whilst all those using the touch screens got served. Staff didn’t even look at the customers at the counter.,2,restaurant,Subway
"Since Subway has decided to put their meat and cheeses under whatever..out of site. I have refused to eat there. Plus they advertise specials, but only certain Subway honor what is advertised on TV.They have gone downhill.",2,restaurant,Subway
"Ordered 2 subs from Subway in Moyock,NC. Subs were supposed to be toasted, they were not, one was supposed to be tuna deluxe the other Tuna with pepperoni. Whoever made them got the ingredients mixed up, or didn't put all of the ingredients on. Very disappointed. Wondering how this could be worth half of what I paid. Will not be back for a long time, if at all!!",2,restaurant,Subway
"The employee at the Broadwater Subway burnt my sandwich by leaving it in the oven unattended, then attempted to serve it to me anyway. While they did remake it, the replacement was rushed, made with the wrong bread, and severely over-toasted. It was a poor-tasting meal after a frustrating experience from start to finish.",2,restaurant,Subway
"Two male servers were present. The first server requested what my order will be while he was working on prior online orders. As the first server turned to place an order in the oven to toast the bread, his backside was in full view. This first server had on jeans which were approximately six inches below his butt crack exposing his boxer trunks, which was totally disturbing and unhealthy to see his exposed boxer trunks below his butt.",2,restaurant,Subway
Went to subway. Got a turkey and ham salad what had happened subway. Poor quality lots of lettuce and cucumber  what happened to the tomato's   sweetcorn gherkins onion got the worth the nearly £8 pound it cost me  will never go again use to be good quality feel I just wasted £8 on nothing,2,restaurant,Subway
"The Titian turkey lost to the accountants, I guess. With 5 slices of turkey, 3 thin slices of tomato, and thin slices of onions. I tried to get extra mayo, oil, and vinegar, but had no luck. The Dry Turkey Sandwich is back in town again—no flavor but bread.  The accountants win again.",2,restaurant,Subway
"The photo in their advert shows a plump sandwich brimming with different fillings, whereas the sandwich I bought for £3.89 was one I would pay elsewhere for around £2.00 as it was nothing like the photo.",2,restaurant,Subway
"Fell off bad. Chicken’s greasy and cold, fries taste stale. Bad experience",2,restaurant,Subway
"These people are way too cheap with ingredients.I am a huge fan of subway. Will hit ALL star status again this year. I currently have 6,884 points.However, I will not be returning to the stores in Cityscape or Skyview.Thinking you will make more money by providing less ingredients is bad business. Every other subway I have been to is great with providing proper amounts of ingredients. Have been to these locations well over 20 times. CIAO",2,restaurant,Subway
Today I was there.A Super unfriendly guy by the cassa. Super slow was the the working. They are talked more than they worked. 2 person and only 1 is worked. He's talk like nonsene with the uber rider.I think the kanker is not thinks... And i think he know as wel. But I m a customer. I don't want to hear this type of talk when I go to Subway.  I don't offer this restaurant because super slow and super unfriendly.,2,restaurant,Subway
"Downtown Knoxville TNIt took 45 minutes to get a Pickup order.   The Cashier was rude to customers and very unprofessional to her coworker.Order #E33809E8-CDOrder DateMay 5, 2025PickupMon, May 05 at 12:15 PM (did not get order until 1:00pm est.)",2,restaurant,Subway
"App offers special promotions but they don't show in the cart and don't get applied to the orders. I was offered free double meat with the purchase of a sandwich. I bought a sandwich and was charged for the double meat... Don't offer a promotion if it doesn't actually work! This is why I hate using apps, they're a waste of phone storage and they don't keep promotional promises and rewards.",2,restaurant,Subway
"Just ordered a ""Pan"" pizza and paid $2 more. What came was a sad hand tossed pizza with minimal toppings. Sad :( I was so craving the thick crispy crust loaded with toppings. I called the location and they said ""did it have a white topper? That's a pan pizza. We recently changed our dough. I can remake it or credit you the $2"". Like, really? It's $2 dude and I don't need to wait for the same pizza. Ugh. So much for Genx pan pizza",2,restaurant,Pizzahut
Bring back the buffet,2,restaurant,Pizzahut
"Torquay store now using 3rd party delivery. The deliveroo guy had my order for over 45 mins, done about 5 stops then eventually getting to me. Ice cream melted, food cold.Avoid this store before 17:30 otherwise you might very disappointed",2,restaurant,Pizzahut
"It’s ok, nothing special, I honestly think super market pizzas like Chicago Town, Good Fellas and Dr Oatker are much more tasty and especially since PH withdrew its vegan meat alternatives, my family and friends haven’t returned.",2,restaurant,Pizzahut
Fulham pizzhutDisappointing will not order againWaited 50 minutes  4 delivery (my delivery driver was Prashuu)Arrived coldIce cream bland & wateryCookie hot & zero flavourNachos lukewarm & soggieSquare glutenPizza no flavor.Very poor quality. I just binned the entire meal.UpdateP.s . Fulham manager offeredme a new pizza order delivery the same day or in the future.  I have declined the offer.,2,restaurant,Pizzahut
They usually have good deals but the quality of their pizza has plummeted. It's almost inedible at this point.,2,restaurant,Pizzahut
"I love pizzahut. But the at jeantalon, montreal. pizza was very very oily and undercooked. The owner took my phone and rate 5☆ himself.  Wtf!!!!",2,restaurant,Pizzahut
not the best experience food is bad,2,restaurant,Pizzahut
The medium sized pizza of Pizza Hut Australia is smaller than my hand and I do not have a large hand like a basketball players'.,2,restaurant,Pizzahut
"Delivery & food were fine. After an incident with a pizza hut delivery driver I have had nothing but attitude and lies off a shop manager, inconvenience & expense to myself and NO apology from the driver, manager or area manager. The attitude from the shop manager is something I have never encountered, be very aware of poor standard of customer service.",2,restaurant,Pizzahut
"My dad saw that there was a good 'deal' of 2 extra large pizzas for 20$. I thought it was a good deal too until I saw the pizzas. They were very thin and was kinda dry, I wish that the pizzas was more thick and had some more sauce.",2,restaurant,Pizzahut
bought some food in loved it then called into complement them then the pizza hut person thought we were prank calling {slough pizza hut},2,restaurant,Pizzahut
Definitely won’t be ordering from Pizza Hut Kingston again. All the toppings falling the slice as you pick it up. The artificial taste was so obvious.,2,restaurant,Pizzahut
"Practically no cheese on the pizza, quite a staple ingredient. Service not great or overly friendly.",2,restaurant,Pizzahut
Definitely won’t be ordering from Pizza Hut Kingston again. All the toppings falling the slice as you pick it up. The artificial taste was so obvious. Asking for BBQ sauce and about a drop was covered on the base. The pizza its self wasn’t nice either.,2,restaurant,Pizzahut
"Ordered mushroom chicken bowl, literally had one piece of chicken in it",2,restaurant,Pandaexpress
"I came by here last week and picked up lunch that had been pre iously ordered .Honey Walnut ShrimpLater at work when I opened it up for  lunch , there was only 5 pieces of Shrimp .I came back here today to eat before I want home .   I explained to the girl what had previously happened .She DID NOT even say a word … nothing !!!!!!She DID NOT even  offer an“ I’m Sorry that happened “NO offer of “ I’ll add 2-3 pieces of Shrimp on this order to make up for it “ABSOULTELY NOTHING …It makes me NOT even want to come back here …I don’t mind paying the price + the extra $1.50 charge for Honey Walnit Shrimp …  BUT ….  I WOULD like to get what I pay for",2,restaurant,Pandaexpress
"My sister and I visited a Panda Express in our town today for the first time.  She had heard a lot about Panda Express and wanted to try it.  Needless to say, I don't think we will be visiting there again.The food was okay, I guess.  But I can't see going there when there are Authentic Chinese restaurants nearby, that serve anything you could want, as far as chinese goes.  And there is a Chinese Buffet almost right across the road from this Panda Express, where you can enjoy all you can eat for roughly the same price.Anyway, I can't see what all the hubub is about with Panda Express.  Like I said, the food was okay, so I wouldn't complain too much about that.  It just doesn't hold up against real Chinese, like the restaurants.",2,restaurant,Pandaexpress
Panda fills your plate with a lot of rice or chow mien (whether you want it or not) because it's cheap. They also cook with soy oil which contains a lot of omega-6 which causes inflammation and health problems.,2,restaurant,Pandaexpress
"I Went to Panda Express 5410 sliver hill rd Suitland Maryland with my mom to grab lunch around 10:40am and we had to wait for food because employees wasn’t at work yet and the manager was hosting interviews I asked for sweet fire chicken , orange chicken and rice I requested for fresh food because the food quality wasn’t good and the rice was hard my order was messed up it was poor communication with the staff and the employees argued with me about my order telling me she was going by what was written on the box but I was not finishing ordering me being in the military I did not appreciate the disrespect and the service I asked for a manager and all the employees was acting as a manager but couldn’t fix the problem I was not satisfied at all",2,restaurant,Pandaexpress
"We did survey and then returned to 80401 shortly and ordered a $10.60 plate, did not get a free side order as promised and was charged $38.40.  This is racketeering.",2,restaurant,Pandaexpress
"Honestly,I never buy lunch everAnd when I do well it never goes wellOrdered honey sesame chicken,chicken was dry and shrunken, no honey gravy..sad customer......booo hoooo. lesson learned eat my own food.",2,restaurant,Pandaexpress
"I placed an order for $30 gift card and was supposed to get $8 promotional card, which I never did.I would advise visitors trying to take advantage of promotional offers to be a little careful as the site (giftcards pandaexpress com) design is somewhat deceptive.I have contacted their support multiple times but never heard back from them.09/19/24 - Update - It will not be fair to Panda Express if I did not make an update. After multiple emails back and forth, the Panda team did some research and sent me a coupon, valued at more than $8. So, the issue is settled now. I'm also changing my rating from 1 to 2 (not going above this because most likely their software continues to have the same defect).",2,restaurant,Pandaexpress
"I live in Anderson Indiana and me and my son really enjoy pansa express, one of my favorites is sweetfire chicken, but for a few months now I haven't been able to have it because the pieces of breaded chicken are too hard to eat.",2,restaurant,Pandaexpress
"I have visited Panda Express many times but the last few times i visited they are giving more and more smaller and less portions. But yet the price remain the same. Is this shrinkage? Is this become like other restaurants ie: McDonalds, Burger King. Where people have to stop supporting them in order for them to stop giving less for more. I am becoming very dissatisfied in this reoccurring problem. This has  happen in Florida and many many times at the Panda Express store #2909. In visiting this Panda Express I have heard other in line complain about the same thing. PLease change your standards and portion size.M. Goins",2,restaurant,Pandaexpress
"When I got home and opened my order, needless to say, it was not correct.  It would’ve been a waste of time to get in my car and drive all the way back across town to get the order corrected. This was just a recently opened panda express Asked for Chow Main and got fried rice.  The fried rice was salty and lacking in flavor and definitely not fried.  I have had fried rice before, and there’s definitely no comparison.  The chicken in the mushroom chicken looked weird and didn’t taste like chicken. The only good thing about the order was the orange chicken. That was not spicy like it said it was still good. Could not get any better than two stars.  Needless to say, I won’t be eating there again.",2,restaurant,Pandaexpress
"Now Panda Express has its ups and its downs. Like for example their Orange Chicken is amazing, but on the inside it is filled with chicken fat. Everyday I hope that there is no fat in the chicken.",2,restaurant,Pandaexpress
"We eat here often and are almost always satisfied. Today we ordered two big plates and received approximately half the portions of all four items that we typically receive. The food appeared old, shriveled, and made me feel as though they had served us the last bit of dried sticky leftovers. Very disappointed. There are too many other options in Sherman Texas to receive this crap.",2,restaurant,Pandaexpress
"Employees are the worst, they assume you know all that comes in a plate and get angry if you ask.  I like the food,  but since in all locations seems to be the norm, I won't come back, doesn't worth to see angry people giving me food. Plus,  they don't bring the card terminal to the drive thru,  just take your card and disappear.  Expensive for fast food as well.  $8.20 for a rice bowl.",2,restaurant,Pandaexpress
Never give enough product. Trained to giveMore noodles are rice.I got make commitment not to give them my business. Same every branch I go. Shouldn't have to instruck them onfair serving.,2,restaurant,Pandaexpress
"This used to be my family’s favorite place! Back when I was a kid, going there with my parents always felt like a celebration. 😊 But recently, after nearly five years away, I decided to stop by on my own—and I couldn’t believe my eyes. The place was messy, with dirty tables everywhere. The staff looked overwhelmed, running around and even arguing with customers. And the food? Well, it matched the vibe. It’s really disappointing to see things take such a turn for the worse.",2,restaurant,Dunkindonuts
"I’ve been a loyal customer of Dunkin’ Donuts for many years, and it used to be my favorite go-to spot. However, my recent experience was deeply disappointing. Last week, I visited my nearest location and had to wait an unbearable 1.5 hours for my order to arrive. On top of that, the staff was uncooperative and showed little regard for customer service. This was truly a frustrating experience, and I hope Dunkin’ takes steps to improve.",2,restaurant,Dunkindonuts
I ordered a sesame bagel with olive oil spread on the side and got a plain bagel with spread oozing out the sides and it slathered everywhere. Disappointed!,2,restaurant,Dunkindonuts
